framework,version,device,op_name,kernel_source,phase,batch_size,seq_len,num_tokens,d_model,d_conv,num_k_heads,head_k_dim,num_v_heads,head_v_dim,model_name,latency
vLLM,0.20.0,NVIDIA H200,gdn,causal_conv1d_fn,context,1,8,8,4096,4,16,128,32,128,Qwen/Qwen3.5-9B,0.2600287914276123
vLLM,0.20.0,NVIDIA H200,gdn,causal_conv1d_fn,context,1,8,8,3072,4,16,128,64,128,Qwen/Qwen3.5-122B-A10B,0.256710410118103
vLLM,0.20.0,NVIDIA H200,gdn,chunk_gated_delta_rule,context,1,8,8,4096,4,16,128,32,128,Qwen/Qwen3.5-9B,0.02170879989862442
vLLM,0.20.0,NVIDIA H200,gdn,causal_conv1d_fn,context,1,8,8,2560,4,16,128,32,128,Qwen/Qwen3.5-4B,0.2531519889831543
vLLM,0.20.0,NVIDIA H200,gdn,chunk_gated_delta_rule,context,1,8,8,3072,4,16,128,64,128,Qwen/Qwen3.5-122B-A10B,0.02228800058364868
vLLM,0.20.0,NVIDIA H200,gdn,chunk_gated_delta_rule,context,1,8,8,2560,4,16,128,32,128,Qwen/Qwen3.5-4B,0.022006399929523468
vLLM,0.20.0,NVIDIA H200,gdn,causal_conv1d_fn,context,1,2,2,1024,4,16,128,16,128,Qwen/Qwen3.5-0.8B,0.25858559608459475
vLLM,0.20.0,NVIDIA H200,gdn,chunk_gated_delta_rule,context,1,2,2,1024,4,16,128,16,128,Qwen/Qwen3.5-0.8B,0.01945600062608719
vLLM,0.20.0,NVIDIA H200,gdn,causal_conv1d_fn,context,1,8,8,2048,4,16,128,16,128,Qwen/Qwen3.5-2B,0.2592607975006104
vLLM,0.20.0,NVIDIA H200,gdn,chunk_gated_delta_rule,context,1,8,8,2048,4,16,128,16,128,Qwen/Qwen3.5-2B,0.021359999477863312
vLLM,0.20.0,NVIDIA H200,gdn,causal_conv1d_fn,context,1,8,8,5120,4,16,128,48,128,Qwen/Qwen3.5-27B,0.2653696060180664
vLLM,0.20.0,NVIDIA H200,gdn,chunk_gated_delta_rule,context,1,8,8,5120,4,16,128,48,128,Qwen/Qwen3.5-27B,0.022841599583625794
vLLM,0.20.0,NVIDIA H200,gdn,causal_conv1d_fn,context,1,8,8,2048,4,16,128,32,128,Qwen/Qwen3.5-35B-A3B,0.2665312051773071
vLLM,0.20.0,NVIDIA H200,gdn,chunk_gated_delta_rule,context,1,8,8,2048,4,16,128,32,128,Qwen/Qwen3.5-35B-A3B,0.021324799954891206
vLLM,0.20.0,NVIDIA H200,gdn,causal_conv1d_fn,context,1,8,8,4096,4,16,128,64,128,Qwen/Qwen3.5-397B-A17B,0.27012479305267334
vLLM,0.20.0,NVIDIA H200,gdn,chunk_gated_delta_rule,context,1,8,8,4096,4,16,128,64,128,Qwen/Qwen3.5-397B-A17B,0.022176000475883483
vLLM,0.20.0,NVIDIA H200,gdn,causal_conv1d_fn,context,1,4,4,1024,4,16,128,16,128,Qwen/Qwen3.5-0.8B,0.2569407939910889
vLLM,0.20.0,NVIDIA H200,gdn,chunk_gated_delta_rule,context,1,4,4,1024,4,16,128,16,128,Qwen/Qwen3.5-0.8B,0.020207999646663664
vLLM,0.20.0,NVIDIA H200,gdn,causal_conv1d_fn,context,1,8,8,1024,4,16,128,16,128,Qwen/Qwen3.5-0.8B,0.2546976089477539
